식품명,1회제공량,에너지(Kcal),단백질(g),탄수화물(g),지질(g),총당류(g),나트륨(mg),식품코드
홍석천‘S 홍라면 매운치즈볶음면,112.0,480.0,8,71,18,10,1100,P038639
도전! 불닭비빔면,140.0,560.0,10,87,19,10,1380,P038646
짜계치,105.0,470.0,11,68,17,9,1250,P038765
큰컵 별뽀빠이 야끼소바볶음면,110.0,465.0,11,63,19,9,1050,P038766
짜장볶이,120.0,535.0,11,80,19,9,870,P038772
오뚜기카레면 용기,110.0,450.0,8,71,15,9,1480,P038861
부자될라면,118.0,490.0,9,78,16,9,910,P038864
하트시그널 짜라볶이,100.0,410.0,9,67,12,8,760,P038897
제리보스,100.0,442.0,12,67,14,8,1170,P038898
큰컵 대만식마장면,110.0,465.0,10,64,19,8,1030,P038906
오뚜기 볶음진짬뽕,110.0,450.0,9,67,16,8,1240,P038907
스파게티용기,120.0,480.0,9,73,17,8,730,P038908
안심짜장면컵,124.0,545.0,9,75,23,8,770,P038910
치즈게티,130.0,530.0,11,86,16,8,900,P038915
우리밀구쁘컵라면,73.0,327.0,7,44,14,8,1484,P039031
큰컵 마라탕면,115.0,450.0,11,66,16,8,1720,P039042
하트시그널 치즈게티,100.0,420.0,8,66,14,7,670,P039100
도시어부 해물짜장,100.0,435.0,8,63,17,7,790,P039101
큰컵 까르보불닭볶음면,105.0,470.0,7,63,21,7,1190,P039106
큰컵 미트스파게티 불닭볶음면,110.0,430.0,11,65,14,7,1200,P039107
오뚜기 진짜장,115.0,480.0,10,74,16,7,990,P039109
큰컵 불닭볶음탕면,120.0,455.0,9,69,16,7,1500,P039113
NEW 공화춘자장컵,200.0,620.0,11,74,31,7,1130,P039154
NEW 공화춘곱빼기,230.0,745.0,14,91,36,7,1230,P039186
오뚜기 리얼치즈라면,120.0,480.0,10,72,17,7,1370,P039249
그렇다면 양파감자라면,100.0,435.0,9,66,15,7,1710,P039250
오뚜기 유부우동,100.0,445.0,11,62,17,7,1570,P039254
밥말라 부대찌개라면,146.0,455.0,10,66,17,7,1890,P039255
치즈볶이,95.0,430.0,9,63,16,6,1160,P039343
큰컵 짜장불닭볶음면,105.0,425.0,10,63,15,6,1000,P039353
큰컵 신림동백순대볶음면,110.0,485.0,9,58,24,6,1240,P039357
왕뚜껑 철판볶음면 해물,115.0,465.0,8,72,16,6,960,P039358
송탄 영빈루 짜장,125.0,530.0,11,81,18,6,1290,P039363
청양고추라면,97.0,430.0,8,66,15,6,1690,P039529
도시어부 해물짬뽕,100.0,435.0,10,56,19,6,1790,P039530
오뚜기진라면매운맛,110.0,500.0,10,74,18,6,1490,P039531
THE매운맛라면 치즈맛,110.0,510.0,12,68,21,6,1800,P039532
강릉교동반점직화짬뽕,110.0,450.0,10,69,15,6,1770,P039535
오뚜기 부대찌개라면,115.0,450.0,12,71,13,6,1840,P039536
종가집김치찌개라면,140.0,455.0,10,63,18,6,1720,P039537
오뚜기 진짬뽕,115.0,485.0,9,65,21,6,1790,P039538
떡라면,140.0,495.0,10,87,12,6,1690,P039539
THE배터질라면,125.0,545.0,9,82,20,6,1690,P039540
유어스 가락우동,232.0,351.0,8,74,2.5,6,1850,P039541
우리쌀로만든짬뽕라면,106.0,470.0,14,66,17,6,1660,P039542
강릉교동반점짬뽕,110.0,470.0,9,72,16,6,1670,P039547
컵까르보불닭볶음면,80.0,355.0,5,48,16,5,910,P039662
gomgom호로록짜장라면,86.0,380.0,6,60,13,5,810,P039664
큰컵 불타는 고추짜장,110.0,470.0,11,61,20,5,1150,P039679
까르보불닭볶음면 P,130.0,550.0,8,84,20,5,1330,P039689
유부우동CUP,62.0,275.0,7,39,10,5,960,P039862
7가지 채소가득 우리밀라면,73.0,335.0,7,48,13,5,1046,P039868
오모리부대찌개라면,135.0,435.0,11,57,18,5,1770,P039879
오모리참치찌개라면,135.0,420.0,10,57,17,5,1890,P039880
팔도불짬뽕 왕컵,115.0,470.0,10,63,20,5,1790,P039881
송탄 영빈루 짬뽕,120.0,470.0,10,72,16,5,1670,P039882
대파라면,105.0,475.0,10,64,20,5,1750,P039883
튀김우동,110.0,490.0,10,76,16,5,1580,P039884
본고장 유부 우동,217.0,280.0,10,77,3.7,5,1940,P039885
팔도 참깨라면,115.0,495.0,10,75,17,5,1690,P039886
공화춘삼선짬뽕소컵,65.0,305.0,6,36,15,4,1270,P040058
현대홈쇼핑생활라면백짬뽕,75.0,325.0,6,44,14,4,1050,P040064
치즈맛라면,91.0,380.0,7,61,12,4,1390,P040073
오라면CUP,90.0,400.0,9,60,14,4,1470,P040074
인생라면,95.0,405.0,9,63,13,4,1780,P040075
더왕뚜껑컵 순한맛,101.0,420.0,8,68,13,4,1690,P040076
팔도탄탄면 왕컵,116.0,500.0,11,65,22,4,1700,P040077
완면각 짬뽕,105.0,410.0,9,62,14,4,1890,P040078
오뚜기 북엇국라면,95.0,425.0,11,61,15,4,1550,P040079
감동의신 속찬라면,115.0,475.0,12,66,18,4,1380,P040080
큰컵 튀김칼국수,95.0,420.0,9,62,15,4,1270,P040081
유어스육칼,125.0,435.0,11,60,17,4,1680,P040082
해장의신 속풀라면,105.0,445.0,10,63,17,4,1730,P040083
독도사랑새우맛라면,105.0,450.0,11,70,14,4,1790,P040084
꼬꼬면왕컵,105.0,455.0,8,68,17,4,1610,P040085
유어스틈새라면,105.0,465.0,9,73,15,4,1670,P040086
팔도 김치왕뚜껑,110.0,470.0,8,71,17,4,1790,P040087
일품해물라면왕컵,110.0,470.0,11,73,15,4,1620,P040088
팔도 왕뚜껑,110.0,475.0,9,71,17,4,1690,P040089
팔도 짬뽕왕뚜껑,110.0,475.0,9,71,17,4,1690,P040090
팔도 가쓰오우동왕뚜껑,110.0,490.0,8,70,20,4,1580,P040091
속초홍게라면,115.0,500.0,10,72,19,4,1680,P040092
자연드림라면컵,102.0,460.0,10,66,17,4,1920,P040093
해물라면컵,105.0,480.0,9,67,19,4,1540,P040094
오뚜기오동통면,100.0,435.0,8,67,15,4,1530,P040095
오뚜기 참깨라면,110.0,495.0,9,70,20,4,1590,P040097
오뚜기김치면,105.0,450.0,9,72,14,4,1440,P040098
제주마늘라면,105.0,370.0,10,71,16,4,1450,P040099
빅3볶음김치면,154.0,560.0,10,69,27,4,1980,P040100
큰컵 삼양라면 오리지널,110.0,470.0,9,75,15,4,1800,P040101
큰컵 김치찌개면,110.0,470.0,9,73,16,4,1830,P040102
강릉 교동반점 직화짬뽕소컵,65.0,290.0,6,39,12,3,1040,P040424
일품해물라면컵,65.0,285.0,6,43,10,3,1090,P040430
스낵면 Cup,62.0,265.0,5,41,9,3,1200,P040441
진라면Cup순한맛,65.0,280.0,7,43,9,3,1170,P040442
참깨라면 CUP,65.0,285.0,6,41,11,3,1310,P040443
진짬뽕CUP,75.0,300.0,6,44,11,3,1140,P040447
열라면CUP,62.0,270.0,6,44,8,3,1200,P040448
봉골라면,95.0,425.0,8,60,17,3,1100,P040449
우리채소가풍부한짬뽕라면,75.0,345.0,7,46,15,3,1400,P040450
육개장,86.0,400.0,8,52,18,3,1470,P040457
컵 맛있는라면,65.0,285.0,5,42,11,3,1180,P040458
큰컵 쇠고기면,80.0,345.0,7,50,13,3,1460,P040459
국민컵라면,85.0,370.0,7,54,14,3,1490,P040460
팔도 mini왕뚜껑,80.0,355.0,6,49,15,3,1240,P040461
gomgom호로록짬뽕라면,86.0,360.0,6,59,11,3,1570,P040462
컵육개장,86.0,380.0,14,56,14,3,1590,P040463
진에어컵면,80.0,375.0,7,48,17,3,1320,P040464
팔도 도시락,86.0,380.0,6,57,14,3,1400,P040465
육개장 컵라면,79.0,345.0,7,55,11,3,1460,P040466
스낵면용기,90.0,425.0,8,53,20,3,1680,P040468
깻잎라면,95.0,425.0,9,61,16,3,1700,P040469
THE매운맛라면,110.0,500.0,12,68,20,3,1720,P040473
큰컵 불타는 고추짬뽕,95.0,425.0,8,60,17,3,1720,P040477
큰컵 삼계탕면,100.0,430.0,9,67,14,3,1580,P040478
공화춘 삼선짬뽕,110.0,505.0,9,68,22,3,1690,P040479
레드라면컵,103.0,470.0,10,68,17,3,1930,P040480
오뚜기육개장,110.0,490.0,10,72,18,3,1540,P040481
오뚜기열라면,105.0,460.0,10,69,16,3,1520,P040483
오뚜기 진라면 순한맛,110.0,495.0,11,72,18,3,1490,P040484
참깨누룽지탕면,125.0,560.0,11,86,19,3,1550,P040485
봉희설렁탕컵,110.0,525.0,8,67,25,3,1780,P040486
화끈라면,95.0,395.0,8,62,13,3,1900,P040487
큰컵 맛있는라면,112.0,485.0,10,71,18,3,1540,P040488
제주 흑돼지 라면 돗멘,110.0,476.0,15,71,15,3,1836,P040489
부셔먹는라면스낵짜짜로니,84.0,390.0,7,57,15,2,720,P040717
오뚜기뿌셔뿌셔(허팝치킨맛),90.0,410.0,8,61,15,2,750,P040722
현대홈쇼핑 생활라면 매운맛,65.0,275.0,6,43,9,2,1310,P040926
틈새라면 빨계떡컵,65.0,280.0,5,40,11,2,1420,P040928
컵삼양라면 매운맛,65.0,275.0,5,41,10,2,1220,P040929
컵 삼양라면 오리지널,65.0,295.0,5,42,12,2,1160,P040930
컵나가사끼짬뽕,65.0,300.0,6,42,12,2,1320,P040931
민생라면컵,80.0,350.0,7,53,12,2,1470,P040932
gomgom호로록매콤라면,86.0,365.0,6,60,11,2,1570,P040933
팔도김치도시락,86.0,385.0,6,57,15,2,1590,P040934
우리감자로만든감자라면,73.0,335.0,7,43,15,2,1280,P040935
군산불짬뽕컵면,82.0,346.0,9,40,16,2,1424,P040936
레드라면컵미니,65.0,290.0,6,42,11,2,960,P040937
공화춘 유산슬라면,100.0,440.0,10,66,15,2,1120,P040947
편스토랑 파래탕면,103.0,440.0,10,64,16,2,1730,P040948
공화춘 아주매운짬뽕,110.0,500.0,10,70,20,2,1730,P040949
동원 참치라면,160.0,535.0,15,65,24,2,1660,P040950
오뚜기 쇠고기미역국라면,100.0,425.0,10,58,17,2,1390,P040953
오모리 김치찌개라면,150.0,485.0,9,67,20,2,1870,P040955
YOUUS인생라면,115.0,490.0,10,77,16,2,1800,P040956
치즈라볶이사리면,55.0,266.0,5,34,12,1,277,P041216
라면사리,100.0,455.0,12,66,16,1,390,P041223
제주흑돼지라면컵돗멘,73.0,333.0,7,45,14,1,1233,P041380
우리쌀로만든밥라면,98.0,430.0,9,65,15,1,1360,P041381
뉴트리김치찌개면,140.0,480.0,6,66,20,1,1870,P041412
뽀로로짜장,65.0,290.0,6,42,11,4,600,P042010
진짜장CUP,70.0,310.0,6,44,12,4,600,P042012
순한너구리컵,63.0,275.0,5,43,9,4,1210,P042026
너구리컵,62.0,280.0,5,42,10,4,940,P042027
튀김우동컵,62.0,315.0,4,41,15,4,1200,P042028
육개장사발면,86.0,375.0,7,53,15,4,1590,P042029
제주해녀해물맛라면,95.0,420.0,9,62,15,4,1660,P042030
희망줄라면,95.0,430.0,9,62,16,4,1770,P042031
무파마탕면큰사발면,112.0,495.0,9,76,17,4,1570,P042032
너구리큰사발면,111.0,515.0,9,72,21,4,1550,P042033
치즈볶이CUP,55.0,235.0,4,39,7,3,700,P042053
애터미우리밀감자라면컵,73.0,321.0,6,45,14,3,1000,P042055
미니컵면 가쓰오우동맛,43.0,200.0,3,27,9,3,1010,P042066
새우탕컵,67.0,290.0,5,43,11,3,1210,P042067
안성탕면컵,66.0,290.0,5,43,11,3,1050,P042068
신라면컵,65.0,300.0,5,47,10,3,1290,P042069
진라면Cup매운맛,65.0,280.0,6,44,9,3,1140,P042070
그렇다면 버섯마늘라면,105.0,415.0,7,65,14,3,1660,P042071
사리곰탕큰사발면,111.0,490.0,8,76,17,3,1590,P042072
미니컵면 시원한해장국맛,44.0,190.0,3,27,8,2,1050,P042090
사리곰탕컵,61.0,275.0,5,41,10,2,1050,P042092
보글보글부대찌개컵면,65.0,290.0,5,45,10,2,1210,P042093
오뚜기 새우탕면,110.0,470.0,11,73,15,2,1650,P042094
뉴트리 클로렐라컵면,65.0,300.0,6,41,12,1,940,P042119
쇠고기미역국라면CUP,60.0,235.0,5,34,9,1,1030,P042123
양념치킨큰사발면,122.0,500.0,9,73,19,16,1120,P042189
진비빔면,156.0,625.0,11,98,23,15,1400,P042192
마늘면볶이,111.0,460.0,7,76,14,14,1120,P042196
라면볶이,120.0,465.0,8,79,13,13,900,P042198
오징어짬뽕큰사발,115.0,525.0,9,79,19,10,1590,P042216
앵그리짜파구리큰사발면,108.0,500.0,8,74,19,9,1230,P042222
짜파게티큰사발면,123.0,550.0,10,84,19,9,1220,P042223
짜왕큰사발,105.0,495.0,9,72,19,9,990,P042224
사천짜파게티큰사발면,115.0,535.0,9,80,20,9,1010,P042225
MAC&CHEESE 스파게티,130.0,500.0,12,82,14,8,1080,P042229
튀김우동큰사발,111.0,515.0,9,73,21,8,1590,P042230
콘치즈면,104.0,480.0,9,70,18,7,1030,P042237
오뚜기진진짜라,120.0,515.0,11,75,19,7,1310,P042238
뽀로로스파게티,65.0,295.0,5,42,12,6,610,P042249
짜파게티범벅,70.0,315.0,6,50,10,6,850,P042250
김치큰사발면,112.0,500.0,9,75,18,6,1590,P042255
앵그리알티에이(RtA)큰사발면,114.0,515.0,9,75,20,6,1720,P042256
신라면 큰사발면,114.0,490.0,9,75,17,6,1550,P042257
짜왕매운맛큰사발면,104.0,470.0,7,70,18,6,1020,P042258
볶음너구리큰사발,110.0,515.0,10,69,22,6,1090,P042259
오뚜기 크림진짬뽕 용기,105.0,460.0,8,67,19,5,970,P042276
오징어짬뽕컵,67.0,290.0,6,46,9,5,1240,P042284
해물안성탕면컵,66.0,290.0,5,43,11,5,1250,P042285
김치사발면,86.0,380.0,7,56,14,5,1520,P042286
감자면큰사발면,92.0,405.0,6,62,15,5,1450,P042287
신라면블랙사발,101.0,445.0,9,68,15,5,1530,P042288
마라고수(高手)마라탕면,97.0,445.0,8,63,18,5,1620,P042289
특육개장큰사발면,103.0,460.0,8,67,18,5,1570,P042290
육개장큰사발면,110.0,490.0,9,73,18,5,1610,P042291
보글보글부대찌개큰사발면,109.0,480.0,9,75,16,5,1690,P042292
감자탕큰사발면,105.0,485.0,9,69,19,5,1590,P042293
우육탕큰사발면,115.0,520.0,10,77,19,5,1590,P042294
새우탕큰사발면,115.0,500.0,10,77,18,5,1590,P042295
굴진짬뽕 용기,110.0,455.0,8,67,17,5,1340,P042296
참치마요큰사발면,119.0,530.0,9,67,25,5,930,P042297
삼육 우리밀로만든감자라면컵,73.0,325.0,6,45,14,3,1170,P042308
유기농 스파게티(화이트),100.0,355.0,10.5,75,1.2,3.3,5,P057855
유기농 통밀 스파게티,100.0,350.0,11.5,70,2.4,3.1,7,P057856
유기농 듀럼 밀 세몰리나 링귀니,100.0,346.0,10.6,72.4,1.6,4,10,P057861
유기농 듀럼 밀 세몰리나 마카로니,100.0,346.0,11,72.1,1.5,4.2,10,P057862
유기농 듀럼 밀 세몰리나 스파게티,100.0,354.0,10.6,72.4,1.6,4,10,P057863
유기농 듀럼 밀 세몰리나 펜네 리가테,100.0,346.0,11,72.1,1.5,4.2,10,P057864
유기농 듀럼 밀 세몰리나 푸질리,100.0,351.0,11,72.1,1.5,4.2,10,P057865
유기농 통밀 스파게티,100.0,339.0,12.2,67.7,2.2,3.4,10,P057866
비비베르테 유기농 스파게티,100.0,370.0,10,77,2.4,8,0,P057867
비비베르테 유기농 펜네,100.0,349.0,11,69,1.9,4,0,P057868
마카로니,100.0,341.0,7,76.4,0.87,0.65,10,P057869
마카로니 (검정색),100.0,341.0,7,76.4,0.87,0.65,10,P057870
마카로니 (녹색),100.0,341.0,7,76.4,0.87,0.65,10,P057871
마카로니 (빨강색),100.0,341.0,7,76.4,0.87,0.65,10,P057872
마카로니 (황색),100.0,341.0,7,76.4,0.87,0.65,10,P057873
마카로니 (흰색),100.0,354.0,3.2,81.6,1.6,1.1,10,P057874
마카로니 (흰색),100.0,341.0,7,76.4,0.87,0.65,10,P057875
담백한 리얼 포,90.0,332.0,5.3,69.5,3.6,6.2,1926,P057896
유기농 다이노스 키즈용 파스타,100.0,345.0,12,72,1.7,3.6,0,P058121
유기농 사파리 키즈용 파스타,100.0,345.0,12,72,1.7,3.6,0,P058122
유기농 오션 키즈용 파스타,100.0,345.0,12,72,1.7,3.6,0,P058123
알치네로 유기농 별모양 베이비용 파스타,100.0,356.0,0,0,91.6,0,0,P058133
알치네로 유기농 파스타 마카로니,100.0,350.0,12.1,72,1.5,2.55,0,P058135
알치네로 유기농 파스타 삼색 푸질리,100.0,350.0,12,74.5,1.2,2.4,50,P058136
알치네로 유기농 파스타 파팔레,100.0,350.0,12.1,72,1.5,2.55,0,P058137
알치네로 유기농 파스타 펜네,100.0,350.0,12.1,72,1.5,2.55,0,P058138
델라 마카로니,100.0,367.0,11,76.9,1.7,0.95,0,P058141
량반 국수,100.0,348.0,9,73,2.2,0,0,P058218
쌀국수,100.0,348.0,9,73,2.2,0,0,P058219
감자당면,100.0,345.0,4.3,82.1,12.6,0,144,P058222
강소금오당면,100.0,375.0,0,90,0,0,0,P058223
고구마당면,100.0,340.0,0,85,0,0,0,P058224
당면,100.0,355.0,0,88,0,0,0,P058225
당면,100.0,350.0,0,85,0,0,0,P058226
당면(중식용),100.0,350.0,0,86,0.6,0,0,P058227
동원홈푸드당면 (1kg),100.0,345.0,0,86,0,1,10,P058228
리얼프라이스 납작당면,100.0,340.0,0,85,0,0,0,P058229
마왕당면(중화 납작당면) (2.5KG),100.0,340.0,0,85,0,0,0,P058230
만능 당면,100.0,340.0,0,85,0,0,0,P058231
모아당면,100.0,340.0,0,85,0,0,0,P058232
미소찬 찰당면,100.0,350.0,0,86,0.6,0,0,P058233
샤브샤브용당면,100.0,330.0,0,82.5,0,0,18,P058234
일품당면,100.0,340.0,0,85,0,0,25,P058235
자른 당면,100.0,336.0,0,84,0,0,12,P058236
중화당면,100.0,340.0,0,85,0,0,0,P058237
진향당면,100.0,375.0,0,95,0,0,0,P058238
쫄깃쫄깃 고향당면 1kg,100.0,340.0,0,85,0,0,0,P058239
쫄깃한 당면,100.0,340.0,0,85,0,0,0,P058240
한식당면,100.0,350.0,0,87,0,49,11,P058241
현이네중화당면,100.0,340.0,0,85,0,0,0,P058242
홍수계 넓은당면 14KG,100.0,340.0,0,85,0,0,0,P058243
홍수계 넓은당면 14kg,100.0,340.0,0,85,0,0,0,P058244
화미실속찰당면 (10KG),100.0,341.0,0,85,0.09,0,0,P058245
화미실속찰당면 (13KG),100.0,340.53,0.19,84.74,0.09,0,3.69,P058246
모렐리 레드 칠리 링귀네 파스타(105325),100.0,355.0,14,69,2.5,3,16,P058249
모렐리 렌틸 콩 푸실리 파스타(201859),100.0,305.0,25,46,2.2,0.8,12,P058250
모렐리 스퀴드 잉크 푸실리 파스타(201863),100.0,345.0,15,68,1.3,3,80,P058251
사프란 링귀니 (88183),100.0,344.0,13,70,1.3,4.4,8,P058252
오징어먹물 링귀니 (83267),100.0,344.0,15,68,1.3,2.8,80,P058253
올리비에 앤 코 썸머트러플 타글리오리니,100.0,352.0,14,68,2.7,5,40,P058254
타르투포 링귀니,100.0,362.0,14,68,2.7,4.6,0,P058255
타르투포 링귀니,100.0,362.0,14,68,2.7,4.6,39,P058256
파케리 파스타,100.0,360.0,15,70,1.8,5.7,0,P058257
파케리 파스타,100.0,360.0,15,70,1.8,5.7,8,P058258
포르치니 따글리아텔레,100.0,361.0,15,69,2.2,2.8,0,P058259
포르치니 따글리아텔레,100.0,361.0,15,69,2.2,2.8,8,P058260
프레굴라,100.0,357.0,10.5,72,1.2,3.7,0,P058261
프레굴라 파스타,100.0,357.0,10.5,72,1.2,3.7,0,P058262
오징어 먹물 스파게티,100.0,366.0,14,74,1.5,2,0,P058263
벨라이탈리아 링귀네,100.0,349.0,12.5,71.6,1.4,2.8,2,P058264
벨라이탈리아 스파게티,100.0,349.0,12.5,71.6,1.4,2.8,2,P058265
벨라이탈리아 스파게티,100.0,353.0,13,72,1.4,2.8,4,P058266
벨라이탈리아 탈리아텔레,100.0,349.0,12.5,71.6,1.4,2.8,2,P058267
벨라이탈리아 탈리아텔레,100.0,353.0,13,72,1.4,2.8,4,P058268
벨라이탈리아 펜네,100.0,349.0,12.5,71.6,1.4,2.8,2,P058269
프리쿡 파팔레 파스타,100.0,150.0,5,31.3,0.5,0.6,16,P058285
드라이드 누들,100.0,340.0,3,82,0,0,50,P058353
링귀네,100.0,365.0,13.4,75,1.1,3.6,4,P058392
메제 마니케,100.0,365.0,13.4,75,1.1,3.6,4,P058393
부카티니,100.0,365.0,13.4,75,1.1,3.6,4,P058394
스파게토니,100.0,365.0,13.4,75,1.1,3.6,4,P058395
스파게티,100.0,365.0,13.4,75,1.1,3.6,4,P058396
스파게티니,100.0,365.0,13.4,75,1.1,3.6,4,P058397
키타라,100.0,365.0,13.4,75,1.1,3.6,4,P058398
듀럼밀 파스타,100.0,360.0,11.5,75.2,1.5,0,0,P058429
알튼바샤크 마카르나 (스파게티),100.0,348.0,12,71,1.1,3.5,10,P058430
링귀니,100.0,353.0,12.5,71.2,2,3.5,5,P058452
스파게티,100.0,353.0,12.5,71.2,2,3.5,5,P058453
엔젤헤어,100.0,353.0,12.5,71.2,2,3.5,5,P058454
엔젤헤어,100.0,364.0,12.5,71.2,2,3.5,5,P058455
파팔레,100.0,353.0,12.5,71.2,2,3.5,5,P058456
파팔레,100.0,364.0,12.5,71.2,2,3.5,5,P058457
페튜치네,100.0,364.0,12.5,71.2,2,3.5,5,P058458
펜네 리가테,100.0,353.0,12.5,71.2,2,3.5,5,P058459
펜네 리가테,100.0,364.0,12.5,71.2,2,3.5,5,P058460
푸실리,100.0,353.0,12.5,71.2,2,3.5,5,P058461
푸실리,100.0,364.0,12.5,71.2,2,3.5,5,P058462
바릴라 스파게티니,100.0,355.0,13,71,2,4,15,P058463
바릴라 펜네 리가테,100.0,355.0,13,71,2,4,5,P058464
스파게티,100.0,358.0,13.5,73.2,2,3.5,5,P058465
스파게티,100.0,359.0,12.8,70.9,2,3.5,5,P058466
스파게티,100.0,364.0,12.8,70.9,2,3.5,5,P058467
스파게티면,100.0,358.0,11.5,74.5,1.5,0,20,P058646
건조쌀국수,100.0,345.0,5.6,80.6,0,0,0.01,P058647
라이스 페이퍼 (월남쌈용),100.0,321.0,0,80,0.1,3,300,P058648
라이스 페이퍼 (월남쌈용) (16CM),100.0,321.0,0,80,0.1,3,300,P058649
라이스 페이퍼 (튀김용) (16CM),100.0,321.0,0,80,0.1,3,300,P058650
라이스버리첼리,100.0,340.0,5,80,0,0,0.01,P058651
라이스페이퍼,100.0,340.0,0.5,85,0,4,390,P058652
라이스페이퍼 (구수한맛),100.0,340.0,0.5,85,0,4,390,P058653
라이스페이퍼 (깔끔한맛),100.0,340.0,0.5,85,0,4,390,P058654
라이스페이퍼(월남쌈용)16CM,100.0,325.0,2,70,0,0,0.01,P058655
라이스페이퍼(튀김용)22CM,100.0,325.0,2,70,0,0,0.3,P058656
반포,100.0,348.0,6,81,0,16,179,P058657
반포코,100.0,345.0,5.6,80.6,0,0,225,P058658
반포코,100.0,345.0,5.6,80.6,0,2,225,P058659
반포코 쌀국수,100.0,345.0,5.6,80.6,0.8,1,125,P058660
반포코쌀국수,100.0,345.0,6,80,0,2,100,P058661
분보후에,100.0,310.0,5,75,0.2,2,10,P058662
비나포 쌀국수,100.0,329.0,2,80,0.1,2.5,10,P058663
쌀국수,100.0,328.0,1.5,80.6,0,2,10,P058664
쌀국수,100.0,329.0,2,80,0.1,2.5,0.01,P058665
쌀국수,100.0,329.0,2,80,0,0,10,P058666
후띠오코,100.0,328.0,1,80.6,0,0,225,P058667
후띠우,100.0,328.4,1.5,80.6,0,8,180,P058668
후띠우코,100.0,328.0,1.5,80.6,0,2,225,P058669
후티우코 쌀국수,100.0,328.0,1.5,80.6,0,10,225,P058670
간편뚝딱 냉동 납작 감자면,100.0,180.8,0,45.2,0,-,58,P058673
냉동 카타이피,100.0,302.0,5,65,1.6,1.2,393,P058785
훠궈면,100.0,207.0,0,52,0,2,15,P058904
훠궈면(분모자),100.0,207.0,0,52,0,2,15,P058905
뉴진몐,100.0,360.0,0,90,0,10,10,P058906
북극촌 감자당면180g,100.0,185.6,0,45.2,0,2,58,P058907
훠궈뉴진면,100.0,340.0,0,85,0,0,16,P058908
훠궈위미뉴진면,100.0,340.0,0,85,0,0,16,P058909
모아당면,100.0,350.0,0,87,0,0,0,P058910
진향당면,100.0,375.0,0,95,0,0,0,P058911
행복한당면,100.0,380.0,0,95,0,0,50,P058912
감자납작면(콴펀),100.0,350.0,0,85,0,0,10,P058913
탱탱감자면,100.0,3264.0,0.8,80.8,0,0,23,P058914
탱탱감자면,100.0,2000.0,0.8,80.8,0,0,23,P058915
탱탱감자면,100.0,326.4,0.8,80.8,0,0,23,P058916
고구마찰당면,100.0,360.0,0,90,0,0,0,P058917
대양진당면,100.0,340.0,0,85,0,0,-,P058918
보운당면,100.0,344.0,0,86,0,0,0,P058919
샤브샤브용찰당면(10Kg),100.0,340.0,0,85,0,0,25,P058920
알찬당면,100.0,350.0,0,88,0,0,10,P058921
잘되는맛집당면(13kg),100.0,361.0,0,89,0.6,0,15,P058922
중화당면,100.0,344.0,0,86,0,0,0,P058923
샤브용 당면,100.0,380.0,0,95,0,0,11,P058924
수정당면,100.0,382.85,-,94.86,0,0,11,P058925
옥수수국수 2.5KG,100.0,361.0,7,83,0.5,0,5,P058926
라이스페이퍼,100.0,344.0,1.6,84,0.2,0,782,P058927
분모자,100.0,344.0,0,86,0,0,34,P058946
샤브용 생면,100.0,188.0,0,49,0,0,31,P058947
자색고구마 생면,100.0,189.0,0,47,0,0,31,P058948
분모자,250.0,850.0,0,213,0,0,1620,P058958
분모자 당면,100.0,278.0,0,85.3,0,0,649,P058959
스트링 하퍼스,100.0,62.0,1,15,0,0,145,P059005
